Name,Profile,Tier,Gold,Silver,Bronze,Points
Batangas,https://www.kaggle.com/batangas,expert,2,4,52,60
qizheng,https://www.kaggle.com/yuqizheng,expert,0,4,49,60
sourcecode369,https://www.kaggle.com/rhtsingh,expert,0,0,66,60
Leigh,https://www.kaggle.com/leighplt,expert,1,5,45,60
Bavalpreet,https://www.kaggle.com/bavalpreet26,expert,0,0,72,60
Marcos Martins Marchetti,https://www.kaggle.com/mmmarchetti,expert,0,1,73,60
Siddharth Chillale,https://www.kaggle.com/siddalore,expert,0,1,54,60
David J. Slate,https://www.kaggle.com/dslate,expert,5,8,88,59
Max Schumacher,https://www.kaggle.com/mschumacher,expert,3,9,59,59
Michael Maguire,https://www.kaggle.com/thawatt,expert,6,14,120,59
Joel Hanson,https://www.kaggle.com/joelhanson,expert,0,0,109,59
Ahan,https://www.kaggle.com/spurryag,expert,1,2,83,59
Mateusz Kwaśniak,https://www.kaggle.com/mtszkw,expert,0,2,55,59
Mahmoud El Fahl,https://www.kaggle.com/mahmoudelfahl,expert,0,1,60,59
Andrea Garritano,https://www.kaggle.com/andreagarritano,expert,1,1,53,59
Nader A.Rasoul,https://www.kaggle.com/naderrasoul,expert,0,0,66,59
Jared Turkewitz,https://www.kaggle.com/jturkewitz,expert,18,29,176,58
Aditya Vyas,https://www.kaggle.com/aditya1702,expert,3,5,97,58
Steven Nguyen,https://www.kaggle.com/stevenknguyen,expert,3,11,180,58
Md. Atik Ahamed,https://www.kaggle.com/atikahamed,expert,0,0,60,58
yash chaudhary,https://www.kaggle.com/yash612,expert,0,0,57,58
Rahul Agarwal,https://www.kaggle.com/mlwhiz,expert,5,4,53,57
Vishnu,https://www.kaggle.com/vishnus,expert,2,5,47,57
Amjad,https://www.kaggle.com/amjad85,expert,1,5,47,57
Sameh Faidi,https://www.kaggle.com/samehif,expert,7,17,93,57
Cola,https://www.kaggle.com/kelexu,expert,5,11,65,57
Tayyab Ali,https://www.kaggle.com/tayyabali55,expert,0,1,55,57
KraLMachine,https://www.kaggle.com/kralmachine,expert,1,1,124,57
Shweta Goyal,https://www.kaggle.com/shwetagoyal4,expert,1,0,88,57
Saba Tavoosi,https://www.kaggle.com/tavoosi,expert,1,0,84,57
Rohan Mahajan,https://www.kaggle.com/rohanmahajan011,expert,0,1,58,57
Ada Kibet,https://www.kaggle.com/adakibet,expert,0,0,56,57
Mohsin hasan,https://www.kaggle.com/tezdhar,expert,4,13,58,56
DennisSakva,https://www.kaggle.com/sakvaua,expert,4,6,98,56
happycube,https://www.kaggle.com/happycube,expert,7,15,267,56
Tushar Mittal,https://www.kaggle.com/techytushar,expert,0,1,59,56
Carlos Domínguez,https://www.kaggle.com/carlosdg,expert,0,0,72,56
Mohommad Najeed Osmani,https://www.kaggle.com/najeedosmani,expert,0,0,53,56
Meet Ranoliya,https://www.kaggle.com/meemr5,expert,0,0,61,56
Vítor Gama Lemos,https://www.kaggle.com/vitorgamalemos,expert,0,2,56,56
🐳鲲(China),https://www.kaggle.com/nickycan,expert,8,13,84,55
Matei Ionita,https://www.kaggle.com/mateiionita,expert,1,5,52,55
Neelima Jauhari,https://www.kaggle.com/nilimajauhari,expert,0,0,53,55
Shai,https://www.kaggle.com/sgalib,expert,1,3,51,54
Shruti_Iyyer,https://www.kaggle.com/shrutimechlearn,expert,0,1,72,54
Akash Ravichandran,https://www.kaggle.com/akashravichandran,expert,1,5,72,54
Vibhor Jain,https://www.kaggle.com/vjcalling,expert,0,2,102,54
ChewZY,https://www.kaggle.com/chewzy,expert,0,2,74,54
Nicolas H,https://www.kaggle.com/nhlr21,expert,0,5,83,54
Ben Nye,https://www.kaggle.com/angrim,expert,0,5,85,54
Dean,https://www.kaggle.com/cometome,expert,0,0,56,54
Ertuğrul Demir,https://www.kaggle.com/datafan07,expert,0,0,52,54
prose,https://www.kaggle.com/proselotis,expert,0,0,56,53
Laura Fink,https://www.kaggle.com/allunia,expert,0,1,82,53
devforfu,https://www.kaggle.com/purplejester,expert,0,3,53,53
blacksix,https://www.kaggle.com/blacksix,expert,1,9,66,53
Emre Çetin,https://www.kaggle.com/emrecetin,expert,0,0,60,53
Bill Holst,https://www.kaggle.com/wjholst,expert,1,2,50,52
Melih Kanbay,https://www.kaggle.com/melihkanbay,expert,0,0,59,52
blindinglights,https://www.kaggle.com/blindinglights,expert,0,0,58,52
Khurram Siddiqui,https://www.kaggle.com/oraware,expert,0,0,67,51
ironbar,https://www.kaggle.com/ironbar,expert,9,9,78,51
SteveKane,https://www.kaggle.com/abednadir,expert,1,7,65,51
Mohammed Deeb,https://www.kaggle.com/masteronepiece,expert,0,0,66,51
Captain Awesome,https://www.kaggle.com/stjarnan,expert,0,0,57,51
Nooh,https://www.kaggle.com/nuhsikander,expert,3,7,78,50
Larxel,https://www.kaggle.com/andrewmvd,expert,1,3,48,50
Antoine,https://www.kaggle.com/areveillon,expert,2,3,62,50
wjsheng,https://www.kaggle.com/wjshenggggg,expert,0,1,65,50
gunish jha,https://www.kaggle.com/gunishj,expert,0,1,91,50
Binu,https://www.kaggle.com/biphili,expert,0,0,78,50
Data-Science Sean,https://www.kaggle.com/larsen0966,expert,0,0,57,50
PSVishnu,https://www.kaggle.com/psvishnu,expert,0,0,78,50
dimkadimon,https://www.kaggle.com/dimkadimon,expert,0,6,47,49
Ceshine Lee,https://www.kaggle.com/ceshine,expert,3,7,53,49
Pavel Troshenkov,https://www.kaggle.com/pavetr,expert,7,5,46,49
Binil,https://www.kaggle.com/binilg,expert,2,5,69,49
Aleksey Bilogur,https://www.kaggle.com/residentmario,expert,0,2,219,49
Shabie Iqbal,https://www.kaggle.com/shiqbal,expert,1,5,48,49
Saikat Biswas,https://www.kaggle.com/damnboy,expert,0,0,77,49
J MA,https://www.kaggle.com/jinmahkust,expert,3,3,51,48
good good study,https://www.kaggle.com/zjucor,expert,2,2,55,48
Mekaveli.,https://www.kaggle.com/icemekaveli,expert,3,1,59,48
Monika Panfil,https://www.kaggle.com/mpanfil,expert,0,2,54,48
Mithrillion,https://www.kaggle.com/mithrillion,expert,2,6,48,47
Panchajanya Banerjee (Pancham),https://www.kaggle.com/delayedkarma,expert,1,2,75,47
Lathwal,https://www.kaggle.com/codename007,expert,4,4,130,47
C_M,https://www.kaggle.com/ashukr,expert,2,2,58,47
Sumit Mishra,https://www.kaggle.com/sumitm004,expert,0,0,60,47
SM,https://www.kaggle.com/sermakarevich,expert,3,2,46,46
bearstrikesback,https://www.kaggle.com/bearstrikesback,expert,2,4,49,46
CVxTz,https://www.kaggle.com/CVxTz,expert,4,7,56,46
Zeeshan-ul-hassan Usmani,https://www.kaggle.com/zusmani,expert,5,4,75,46
Kevin,https://www.kaggle.com/kevinbonnes,expert,3,6,61,46
Harun-Ur-Rashid,https://www.kaggle.com/harunshimanto,expert,1,0,90,46
Piyush Rastogi,https://www.kaggle.com/piyras23,expert,0,2,67,46
Robert Lohne,https://www.kaggle.com/regressionsquirrel,expert,0,2,59,46
Puja Karki,https://www.kaggle.com/pujakarki,expert,0,0,54,46
Glimmung,https://www.kaggle.com/glimmung,expert,0,1,54,45
Chia-Ta Tsai,https://www.kaggle.com/cttsai,expert,4,5,84,45
Jiazhen Xi,https://www.kaggle.com/johnfarrell,expert,3,9,47,45
KALE,https://www.kaggle.com/cczaixian,expert,1,7,74,45
wayward_artisan,https://www.kaggle.com/taniaj,expert,1,3,55,45
Andre Sionek,https://www.kaggle.com/andresionek,expert,0,5,46,45
Nicole Finnie,https://www.kaggle.com/nicolefinnie,expert,2,4,87,45
Adriano Avelar,https://www.kaggle.com/adrianoavelar,expert,0,4,46,45
AnuragNegi,https://www.kaggle.com/anuragnegi,expert,1,0,52,45
Taner Sekmen,https://www.kaggle.com/tanersekmen,expert,0,0,56,45
Devin Anzelmo,https://www.kaggle.com/devinanzelmo,expert,5,11,261,44
weDo,https://www.kaggle.com/ankittomar1,expert,0,0,72,44
r4m0n,https://www.kaggle.com/mumech,expert,1,6,91,44
rohan,https://www.kaggle.com/rohandx1996,expert,1,0,59,44
Shanth,https://www.kaggle.com/shanth84,expert,4,3,50,44
Pranav Pulijala,https://www.kaggle.com/pranavpulijala,expert,0,1,51,44
Rashidul H,https://www.kaggle.com/rhhridoy,expert,0,0,72,44
David Rousseau,https://www.kaggle.com/droussea,expert,4,8,82,43
Oleg Panichev,https://www.kaggle.com/opanichev,expert,3,10,43,43
William Horton,https://www.kaggle.com/hortonhearsafoo,expert,1,2,59,43
Murat Korkmaz,https://www.kaggle.com/fatall,expert,2,2,47,43
Dr. Hemanth Kumar,https://www.kaggle.com/hemanth007,expert,0,0,56,43
yilisg,https://www.kaggle.com/yilihome,expert,7,6,42,42
Bharat Singh,https://www.kaggle.com/bharatsingh213,expert,1,0,58,42
Alec Kulakowski,https://www.kaggle.com/alecthekulak,expert,1,1,86,42
Ashwini Swain,https://www.kaggle.com/ash316,expert,1,3,104,41
Bryan Arnold,https://www.kaggle.com/puremath86,expert,1,4,79,41
Allen,https://www.kaggle.com/afgonczol,expert,1,5,53,41
Haripriya TV,https://www.kaggle.com/haripriyatv,expert,0,2,58,41
Ahmad Javed,https://www.kaggle.com/ahmadjaved097,expert,0,0,61,41
Victor Menuzzo,https://www.kaggle.com/victormenuzzo,expert,0,0,56,41
ysuzuki,https://www.kaggle.com/dsv61999,expert,0,1,54,41
Bishwarup B,https://www.kaggle.com/bishwarup,expert,6,10,51,40
Muhammad Alfiansyah,https://www.kaggle.com/muhammadalfiansyah,expert,4,3,73,40
mtodisco10,https://www.kaggle.com/mtodisco10,expert,0,1,74,40
Charles Jansen,https://www.kaggle.com/cjansen,expert,6,7,83,40
Arunkumar Venkataramanan,https://www.kaggle.com/arunkumarramanan,expert,0,0,68,40
Arthur Suilin,https://www.kaggle.com/asuilin,expert,4,7,48,40
AldrinL,https://www.kaggle.com/aldrinl,expert,0,0,62,40
MrOoijer,https://www.kaggle.com/mrooijer,expert,3,11,70,39
Jason King,https://www.kaggle.com/jkkphys,expert,0,3,173,39
Kishore M,https://www.kaggle.com/reachkishore,expert,3,2,62,39
C4rl05/V,https://www.kaggle.com/cv13j0,expert,0,1,62,39
ForesightKing,https://www.kaggle.com/elsa1717,expert,0,0,53,39
Marsh,https://www.kaggle.com/vbookshelf,expert,1,1,50,39
Pradeep Muniasamy,https://www.kaggle.com/pradeepmuniasamy,expert,0,0,60,39
Krishna Katyal,https://www.kaggle.com/krishnakatyal,expert,0,0,63,39
oskird,https://www.kaggle.com/sz8416,expert,1,6,83,39
Xiaoyang Liu,https://www.kaggle.com/xasiimov,expert,0,1,55,39
Pawandeep Singh,https://www.kaggle.com/iluvmahheart,expert,0,0,73,39
Mehul Sampat,https://www.kaggle.com/mpsampat,expert,0,5,47,38
SeaBreeze,https://www.kaggle.com/seabreeze,expert,1,1,74,37
Yair Beer,https://www.kaggle.com/mrbeer,expert,2,4,73,37
Radu Stoicescu,https://www.kaggle.com/radustoicescu,expert,6,7,71,37
Sohaib Omar,https://www.kaggle.com/sohaibomar,expert,0,6,110,37
Chandra Bhushan Roy,https://www.kaggle.com/chandraroy,expert,0,0,56,37
Y Assous,https://www.kaggle.com/xtelima,expert,1,1,70,37
Snorlax,https://www.kaggle.com/wythhh,expert,1,12,60,36
To Train Them Is My Cause,https://www.kaggle.com/rhgrossm,expert,5,9,46,36
Tim Joseph,https://www.kaggle.com/timjoseph,expert,3,8,79,36
AlphaMeow,https://www.kaggle.com/rivershadowy,expert,2,9,104,36
Eric,https://www.kaggle.com/ericbenhamou,expert,4,1,84,36
Cihan Yatbaz,https://www.kaggle.com/cihanyatbaz,expert,0,0,102,36
Rishi,https://www.kaggle.com/littleraj30,expert,0,1,61,36
Eric R,https://www.kaggle.com/vivaroma,expert,0,3,54,36
quadcore/Richard Epstein,https://www.kaggle.com/richardepstein,expert,1,4,47,35
Ranjeet Jain,https://www.kaggle.com/ranjeetjain3,expert,2,0,53,35
Vincent Lugat,https://www.kaggle.com/vincentlugat,expert,1,0,71,35
Louis Yang,https://www.kaggle.com/louis925,expert,1,1,48,35
makogarei,https://www.kaggle.com/snakayama,expert,0,0,59,35
rahul,https://www.kaggle.com/rahul197,expert,1,0,63,35
David Beniaguev,https://www.kaggle.com/selfishgene,expert,6,11,83,34
Mohd Shadab Alam,https://www.kaggle.com/outliar,expert,5,8,66,34
Matias Thayer,https://www.kaggle.com/chechir,expert,2,6,53,34
Abhilash Awasthi,https://www.kaggle.com/abhilashawasthi,expert,2,3,56,34
MengYe,https://www.kaggle.com/konohayui,expert,0,5,74,34
Rajesh kumar jha,https://www.kaggle.com/rajeshjnv,expert,0,1,64,34
Bruno G. do Amaral,https://www.kaggle.com/bguberfain,expert,2,5,61,33
DSEverything,https://www.kaggle.com/dongxu027,expert,3,4,101,33
James Requa,https://www.kaggle.com/jamesrequa,expert,1,3,58,33
Deniz Kavi,https://www.kaggle.com/denizkavi1,expert,0,1,57,33
Shay Guterman,https://www.kaggle.com/shaygu,expert,0,1,55,33
Mike Kim,https://www.kaggle.com/mikeskim,expert,19,31,126,32
Arindam,https://www.kaggle.com/arindamgot,expert,2,2,61,32
richarde,https://www.kaggle.com/richarde,expert,0,2,67,32
Eric Vos,https://www.kaggle.com/a45632,expert,0,2,59,32
Yibing Wu,https://www.kaggle.com/ybwu01,expert,2,6,48,32
Somin Wadhwa,https://www.kaggle.com/sominwadhwa,expert,2,4,60,31
Matthew Anderson,https://www.kaggle.com/matthewa313,expert,1,2,73,31
Asparuh Hristov,https://www.kaggle.com/asparuhhristov,expert,1,7,50,31
def me(x),https://www.kaggle.com/ruslankl,expert,1,3,69,31
Nick,https://www.kaggle.com/nnnnick,expert,2,0,55,31
Ilya Bakalets,https://www.kaggle.com/techguardian,expert,1,2,57,31
barisumog,https://www.kaggle.com/barisumog,expert,14,30,116,30
GarethJones,https://www.kaggle.com/garethjns,expert,2,3,76,30
Øystein Schønning-Johansen,https://www.kaggle.com/oysteijo,expert,1,9,98,30
Peter,https://www.kaggle.com/peterdekkers101,expert,0,2,52,30
Abhishekmamidi,https://www.kaggle.com/abhishekmamidi,expert,0,1,55,30
DataCanary,https://www.kaggle.com/datacanary,expert,6,6,124,29
Toby Cheese,https://www.kaggle.com/tobycheese,expert,6,6,92,29
Kheirallah Samaha,https://www.kaggle.com/khsamaha,expert,0,0,112,29
Pedro Reis,https://www.kaggle.com/pedromlsreis,expert,2,2,47,29
Stefano Nocco,https://www.kaggle.com/snocco,expert,0,1,62,29
Alexander Larko,https://www.kaggle.com/alexxanderlarko,expert,3,9,70,28
Jose Berengueres,https://www.kaggle.com/harriken,expert,0,2,67,28
jmbull,https://www.kaggle.com/jmbull,expert,1,5,113,28
Serkan Peldek,https://www.kaggle.com/serkanpeldek,expert,0,0,54,28
Herra Huu,https://www.kaggle.com/herrahuu,expert,5,19,87,27
yr,https://www.kaggle.com/chenglongchen,expert,10,13,118,27
shivraj,https://www.kaggle.com/shivrajp,expert,2,3,53,27
Håkon Hapnes Strand,https://www.kaggle.com/hhstrand,expert,2,2,46,27
MichaelS,https://www.kaggle.com/michaelsnell,expert,0,7,66,27
Bruce,https://www.kaggle.com/moizzz,expert,0,2,49,27
Nilan,https://www.kaggle.com/nilanml,expert,0,0,66,27
deja vu,https://www.kaggle.com/dejavu23,expert,0,0,51,27
ALOK PRATAP,https://www.kaggle.com/alokpratap,expert,0,0,68,27
Oleksandr (Alex) Akulov,https://www.kaggle.com/ogakulov,expert,0,4,58,26
dmi3kno,https://www.kaggle.com/dmi3kno,expert,6,13,136,26
Anisotropic,https://www.kaggle.com/arthurtok,expert,1,4,113,26
Will Koehrsen,https://www.kaggle.com/willkoehrsen,expert,0,1,69,26
Karthik Tsaliki,https://www.kaggle.com/karthik7395,expert,0,1,56,26
kageyama,https://www.kaggle.com/kageyama,expert,0,0,52,26
Ishaan Jain,https://www.kaggle.com/ishaan45,expert,0,2,57,26
Gulshan Yadav,https://www.kaggle.com/gulshany01,expert,0,0,54,26
Nima Shahbazi,https://www.kaggle.com/nimashahbazi,expert,2,5,53,25
lystdo,https://www.kaggle.com/lystdo,expert,4,2,55,25
Robert,https://www.kaggle.com/robertkag,expert,1,6,48,24
Ravijeet,https://www.kaggle.com/ravijeet,expert,0,3,55,24
Jonathan Bouchet,https://www.kaggle.com/jonathanbouchet,expert,0,1,82,24
Wojtek Rosinski,https://www.kaggle.com/wrosinski,expert,6,4,44,24
Cro-Magnon,https://www.kaggle.com/robertoruiz,expert,4,7,63,24
Niyamat Ullah,https://www.kaggle.com/niyamatalmass,expert,0,0,60,24
DATAI,https://www.kaggle.com/kanncaa1,expert,0,3,83,24
Shabbir,https://www.kaggle.com/shabbrikhan0015,expert,0,2,48,24
Daniel Vaughan,https://www.kaggle.com/danielv7,expert,0,0,61,23
Nathan Lauga,https://www.kaggle.com/nathanlauga,expert,1,1,60,23
Dmitry Dryomov,https://www.kaggle.com/dremovd,expert,6,3,85,22
Faraz Rahman,https://www.kaggle.com/farazrahman,expert,0,2,63,22
bonzer__,https://www.kaggle.com/nayansolanki2411,expert,0,0,55,22
Kaushik P,https://www.kaggle.com/kaushikp9,expert,0,0,71,22
dineshbarri,https://www.kaggle.com/dinuuu,expert,0,4,51,22
NelsonGon,https://www.kaggle.com/gonnel,expert,0,1,58,22
lewis,https://www.kaggle.com/cartographic,expert,1,8,69,21
dune_dweller,https://www.kaggle.com/dvasyukova,expert,13,17,49,21
Luis Moneda,https://www.kaggle.com/lgmoneda,expert,0,8,55,21
Aashita Kesarwani,https://www.kaggle.com/aashita,expert,1,1,66,21
Prashanth Thangavel,https://www.kaggle.com/prashanththangavel,expert,0,1,50,21
Joshua Reed,https://www.kaggle.com/josh24990,expert,0,0,73,21
Qingchen,https://www.kaggle.com/qwang88,expert,8,13,89,20
Rudi Kruger,https://www.kaggle.com/rudikruger,expert,1,5,104,20
Justfor,https://www.kaggle.com/justfor,expert,5,2,63,20
rakhlin,https://www.kaggle.com/rakhlin,expert,1,6,94,19
Stephen McInerney,https://www.kaggle.com/smcinerney,expert,0,3,76,18
Willie Liao,https://www.kaggle.com/willieliao,expert,3,16,149,18
Jules,https://www.kaggle.com/julesvanligtenberg,expert,3,5,55,18
amaia,https://www.kaggle.com/aamaia,expert,2,7,44,18
akshatp,https://www.kaggle.com/akshatpathak,expert,0,0,52,18
Chinta,https://www.kaggle.com/chinta,expert,0,2,60,17
giim,https://www.kaggle.com/gimunu,expert,1,1,51,17
Anton Mashikhin,https://www.kaggle.com/heyt0ny,expert,1,3,53,17
Sergey Yurgenson,https://www.kaggle.com/ccccat,expert,4,14,108,16
j_scheibel,https://www.kaggle.com/jscheibel,expert,2,2,65,16
Victor,https://www.kaggle.com/nedelko,expert,1,9,43,16
nagadomi,https://www.kaggle.com/nagadomi,expert,2,12,39,16
Gerard Toonstra,https://www.kaggle.com/remap1,expert,3,12,69,16
Troy Walters,https://www.kaggle.com/captcalculator,expert,0,5,59,16
StuartLu,https://www.kaggle.com/lxs0202,expert,2,3,54,16
ADM,https://www.kaggle.com/arjundas,expert,0,0,56,16
Paul Larmuseau,https://www.kaggle.com/plarmuseau,expert,0,1,53,16
xentropist,https://www.kaggle.com/jcuypers,expert,2,3,60,16
Wei Chun Chang,https://www.kaggle.com/justjun0321,expert,0,0,58,16
Mitchell O'Brien,https://www.kaggle.com/obrienmitch94,expert,0,0,59,16
Alex K,https://www.kaggle.com/alexey2004,expert,1,1,74,15
Giulio,https://www.kaggle.com/adjgiulio,expert,11,18,146,15
Diego,https://www.kaggle.com/dmenin,expert,3,3,62,15
Umesh,https://www.kaggle.com/umeshnarayanappa,expert,0,2,67,15
Oussama Errabia,https://www.kaggle.com/hisuka,expert,0,8,77,15
"Alan ""AJ"" Pryor, Ph.D.",https://www.kaggle.com/apryor6,expert,3,5,95,15
José A. Guerrero,https://www.kaggle.com/blindape,expert,3,5,48,14
Fernando Constantino,https://www.kaggle.com/fernandoconstantino,expert,5,5,57,14
bobutis,https://www.kaggle.com/bobutis,expert,0,6,44,14
Hugo Pinto,https://www.kaggle.com/huguera,expert,1,2,47,14
Kueipo H.,https://www.kaggle.com/kueipo,expert,0,3,55,14
Mahbub,https://www.kaggle.com/mahbubrob,expert,0,1,63,14
Craig Glastonbury,https://www.kaggle.com/craigglastonbury,expert,1,5,44,13
Julian de Wit,https://www.kaggle.com/juliandewit,expert,6,8,49,12
David Thaler,https://www.kaggle.com/davidthaler,expert,10,9,99,12
Tim Hochberg,https://www.kaggle.com/bitsofbits,expert,4,7,81,12
Ravi Teja Gutta,https://www.kaggle.com/rteja1113,expert,0,3,47,12
Eric Chan,https://www.kaggle.com/ericlikedata,expert,0,2,50,12
Anil Thomas,https://www.kaggle.com/anlthms,expert,4,8,70,11
clustifier,https://www.kaggle.com/clustifier,expert,1,4,56,11
Ben S,https://www.kaggle.com/bensolucky,expert,4,6,71,11
Siddharth Chandrakant,https://www.kaggle.com/sadz2201,expert,3,2,46,11
JeffH,https://www.kaggle.com/jeffhebert,expert,3,12,69,11
Snow Dog,https://www.kaggle.com/snowdog,expert,0,1,73,11
BuryBuryZymon,https://www.kaggle.com/maheshdadhich,expert,0,1,49,11
Charles Roberson,https://www.kaggle.com/charlesroberson,expert,1,5,44,11
Jihye Sofia Seo,https://www.kaggle.com/jihyeseo,expert,0,0,57,11
Ragnar,https://www.kaggle.com/davidfumo,expert,1,2,57,11
geher,https://www.kaggle.com/gw00207,expert,0,1,58,11
Eike Dehling,https://www.kaggle.com/eikedehling,expert,0,2,56,11
Ben Gorman,https://www.kaggle.com/ben519,expert,1,8,43,10
Alexandre Barachant,https://www.kaggle.com/alexandrebarachant,expert,5,11,61,10
Elena Cuoco,https://www.kaggle.com/elenacuoco,expert,4,3,53,10
Alexandru Papiu,https://www.kaggle.com/apapiu,expert,1,6,50,10
Ronin,https://www.kaggle.com/rdslater,expert,1,3,62,10
Sali Mali,https://www.kaggle.com/salimali,expert,2,2,81,9
DataGeek,https://www.kaggle.com/thakurrajanand,expert,1,9,81,9
Ian Goodfellow,https://www.kaggle.com/iangoodfellow,expert,1,2,79,9
James King,https://www.kaggle.com/jfkingiii,expert,4,14,118,9
Alejandro Simkievich,https://www.kaggle.com/asimkievich,expert,8,11,54,9
Li Li,https://www.kaggle.com/aikinogard,expert,1,2,54,9
CarrDelling,https://www.kaggle.com/carrdelling,expert,1,3,53,9
Levin Kuhlmann,https://www.kaggle.com/levink,expert,3,0,60,9
mlandry,https://www.kaggle.com/mlandry,expert,5,7,56,8
phunter,https://www.kaggle.com/phunter,expert,1,6,92,8
WhizWilde,https://www.kaggle.com/wildwizard,expert,0,2,148,8
Leustagos,https://www.kaggle.com/leustagos,expert,7,10,199,7
Sashikanth Dareddy,https://www.kaggle.com/sashikanthdareddy,expert,2,4,79,6
tinrtgu,https://www.kaggle.com/ggglhf,expert,5,6,50,6
Mike Chirico,https://www.kaggle.com/mchirico,expert,0,2,60,6
aldente,https://www.kaggle.com/aldente,expert,1,8,62,6
Foxtrot,https://www.kaggle.com/zygmunt,expert,11,9,75,5
Nicholas Guttenberg,https://www.kaggle.com/ngutten,expert,1,10,73,5
Christopher Hefele,https://www.kaggle.com/chefele,expert,3,5,56,4
wacax,https://www.kaggle.com/wacaxx,expert,4,5,51,4
Frans Slothouber,https://www.kaggle.com/slothouber,expert,0,6,49,4
Dean McKee,https://www.kaggle.com/deanmckee,expert,1,2,64,4
Adam,https://www.kaggle.com/adamwoz,expert,1,4,49,4
Neil Summers,https://www.kaggle.com/neilsummers,expert,4,7,66,4
Signipinnis,https://www.kaggle.com/signipinnis,expert,2,6,44,3
Miroslaw Horbal,https://www.kaggle.com/miroslaw,expert,7,8,71,3
Mikhail Trofimov,https://www.kaggle.com/mikhailtrofimov,expert,1,3,52,3
SecondPlan,https://www.kaggle.com/usixuz,expert,0,3,50,3
Jiming Ye,https://www.kaggle.com/yejiming,expert,0,5,61,3
joycenv,https://www.kaggle.com/joycenv,expert,3,9,125,2
B Yang,https://www.kaggle.com/byang1,expert,0,5,47,1
David Chudzicki,https://www.kaggle.com/dchudz,expert,1,1,89,1
YetiMan,https://www.kaggle.com/yetiman,expert,1,4,53,1
Torgos,https://www.kaggle.com/telser,expert,0,2,56,1
Isabelle,https://www.kaggle.com/iguyon,expert,0,1,53,0
Chris Raimondi,https://www.kaggle.com/chrisraimondi,expert,1,0,51,0
Shea Parkes,https://www.kaggle.com/biasvariance,expert,0,6,55,0
Glider,https://www.kaggle.com/glider,expert,0,2,68,0
